OTU_ID,Kingdom,Phylum,Class,Order,Family ,Genus,Species,Label
BOTU_3,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae,unidentified,BOTU_3_Nitrososphaeraceae
BOTU_13,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae,unidentified,BOTU_13_Nitrososphaeraceae
BOTU_11,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Terrabacter,unidentified,BOTU_11_Terrabacter
BOTU_1,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,unidentified,unidentified,BOTU_1_Micrococcaceae
BOTU_14,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,unidentified,BOTU_14_Ralstonia
BOTU_4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,unidentified,BOTU_4_Bradyrhizobium
BOTU_12,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,uncultured_bacterium,BOTU_12_uncultured_bacterium
BOTU_8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,unidentified,BOTU_8_Burkholderia-Caballeronia-Paraburkholderia
BOTU_9,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,unidentified,BOTU_9_Methylobacterium-Methylorubrum
BOTU_5,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,unidentified,BOTU_5_Escherichia-Shigella
BOTU_2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,unidentified,BOTU_2_Bacillus
BOTU_10,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,uncultured_bacterium,BOTU_10_uncultured_bacterium
BOTU_17,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,uncultured_bacterium,BOTU_17_uncultured_bacterium
BOTU_15,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Sinomonas,unidentified,BOTU_15_Sinomonas
BOTU_18,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,uncultured_bacterium,BOTU_18_uncultured_bacterium
BOTU_7,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,unidentified,BOTU_7_Massilia
BOTU_20,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,Geodermatophilus,uncultured_bacterium,BOTU_20_uncultured_bacterium
BOTU_16,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,unidentified,unidentified,BOTU_16_Oxalobacteraceae
BOTU_21,Bacteria,Actinobacteriota,Actinobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_21_Actinobacteria
BOTU_28,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,unidentified,unidentified,BOTU_28_Nitrososphaeraceae
BOTU_27,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae,unidentified,BOTU_27_Nitrososphaeraceae
BOTU_6,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured_Sphingomonadaceae,BOTU_6_uncultured_Sphingomonadaceae
BOTU_26,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,JG30-KF-AS9,JG30-KF-AS9,unidentified,BOTU_26_JG30-KF-AS9
BOTU_19,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,unidentified,BOTU_19_Bacillus
BOTU_23,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,uncultured_bacterium,BOTU_23_uncultured_bacterium
BOTU_25,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella,Pasteurella_multocida,BOTU_25_Pasteurella_multocida
BOTU_22,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,mle1-7,uncultured_bacterium,BOTU_22_uncultured_bacterium
BOTU_24,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,unidentified,BOTU_24_Burkholderia-Caballeronia-Paraburkholderia
BOTU_34,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,unidentified,unidentified,BOTU_34_Myxococcaceae
BOTU_42,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus_Udaeobacter,uncultured_bacterium,BOTU_42_uncultured_bacterium
BOTU_31,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,unidentified,unidentified,BOTU_31_Microbacteriaceae
BOTU_30,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,unidentified,BOTU_30_Anaeromyxobacter
BOTU_40,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,uncultured_bacterium,BOTU_40_uncultured_bacterium
BOTU_39,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,unidentified,BOTU_39_Solirubrobacter
BOTU_41,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,unidentified,BOTU_41_Lactobacillus
BOTU_35,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,uncultured,unidentified,BOTU_35_uncultured
BOTU_29,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,unidentified,unidentified,BOTU_29_Intrasporangiaceae
BOTU_36,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,Rokubacteriales,Rokubacteriales,uncultured_bacterium,BOTU_36_uncultured_bacterium
BOTU_33,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,uncultured,uncultured,uncultured_Acidobacteria,BOTU_33_uncultured_Acidobacteria
BOTU_38,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,uncultured,uncultured_actinobacterium,BOTU_38_uncultured_actinobacterium
BOTU_32,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,Geodermatophilus,uncultured_bacterium,BOTU_32_uncultured_bacterium
BOTU_44,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,unidentified,BOTU_44_TK10
BOTU_37,Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,Angustibacter,uncultured_bacterium,BOTU_37_uncultured_bacterium
BOTU_43,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Acidibacter,uncultured_eubacterium,BOTU_43_uncultured_eubacterium
BOTU_45,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira,unidentified,BOTU_45_Nitrosospira
BOTU_46,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,unidentified,BOTU_46_Cupriavidus
BOTU_48,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,uncultured_bacterium,BOTU_48_uncultured_bacterium
BOTU_49,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,uncultured,unidentified,BOTU_49_uncultured
BOTU_47,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Kitasatospora,unidentified,BOTU_47_Kitasatospora
BOTU_54,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,uncultured,uncultured_bacterium,BOTU_54_uncultured_bacterium
BOTU_57,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,uncultured,unidentified,BOTU_57_uncultured
BOTU_56,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,uncultured_bacterium,unidentified,unidentified,BOTU_56_uncultured_bacterium
BOTU_51,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,uncultured,unidentified,BOTU_51_uncultured
BOTU_55,Bacteria,Myxococcota,bacteriap25,bacteriap25,bacteriap25,bacteriap25,uncultured_bacterium,BOTU_55_uncultured_bacterium
BOTU_62,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,unidentified,BOTU_62_RB41
BOTU_52,Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,unidentified,unidentified,BOTU_52_Kineosporiaceae
BOTU_64,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,unidentified,BOTU_64_TK10
BOTU_61,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,uncultured,uncultured,uncultured_bacterium,BOTU_61_uncultured_bacterium
BOTU_50,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,uncultured_Burkholderiaceae,BOTU_50_uncultured_Burkholderiaceae
BOTU_59,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,67-14,uncultured_bacterium,BOTU_59_uncultured_bacterium
BOTU_60,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Ralstonia_sp.,BOTU_60_Ralstonia_sp.
BOTU_58,Bacteria,Proteobacteria,Alphaproteobacteria,uncultured,uncultured,uncultured,uncultured_bacterium,BOTU_58_uncultured_bacterium
BOTU_53,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus_curdlanolyticus,BOTU_53_Paenibacillus_curdlanolyticus
BOTU_63,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,unidentified,BOTU_63_Staphylococcus
BOTU_66,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus,uncultured_bacterium,BOTU_66_uncultured_bacterium
BOTU_65,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,unidentified,BOTU_65_Mycobacterium
BOTU_82,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera,uncultured_archaeon,BOTU_82_uncultured_archaeon
BOTU_67,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,uncultured,uncultured_bacterium,BOTU_67_uncultured_bacterium
BOTU_72,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,unidentified,BOTU_72_uncultured
BOTU_69,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,uncultured,uncultured_bacterium,BOTU_69_uncultured_bacterium
BOTU_78,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus_Udaeobacter,unidentified,BOTU_78_Candidatus_Udaeobacter
BOTU_74,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Dactylosporangium,uncultured_bacterium,BOTU_74_uncultured_bacterium
BOTU_75,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,unidentified,BOTU_75_Nocardioides
BOTU_79,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,unidentified,BOTU_79_Bryobacter
BOTU_68,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,unidentified,unidentified,unidentified,BOTU_68_Elsterales
BOTU_73,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,uncultured,uncultured,uncultured_bacterium,BOTU_73_uncultured_bacterium
BOTU_80,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,unidentified,BOTU_80_Conexibacter
BOTU_71,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,unidentified,BOTU_71_Streptomyces
BOTU_76,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,unidentified,unidentified,unidentified,BOTU_76_Solirubrobacterales
BOTU_70,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,unidentified,BOTU_70_Bacillus
BOTU_77,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,unidentified,BOTU_77_Acidothermus
BOTU_81,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,uncultured,uncultured_bacterium,BOTU_81_uncultured_bacterium
BOTU_84,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,unidentified,BOTU_84_uncultured
BOTU_93,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae,unidentified,BOTU_93_Nitrososphaeraceae
BOTU_83,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,uncultured_bacterium,BOTU_83_uncultured_bacterium
BOTU_87,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,unidentified,unidentified,BOTU_87_Geminicoccaceae
BOTU_86,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides_sp.,BOTU_86_Nocardioides_sp.
BOTU_94,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Chlorella_vulgaris,BOTU_94_Chlorella_vulgaris
BOTU_88,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,uncultured_bacterium,BOTU_88_uncultured_bacterium
BOTU_91,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,67-14,unidentified,BOTU_91_67-14
BOTU_90,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus,Tumebacillus_ginsengisoli,BOTU_90_Tumebacillus_ginsengisoli
BOTU_85,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,unidentified,unidentified,BOTU_85_Enterobacteriaceae
BOTU_89,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Ellin6055,unidentified,BOTU_89_Ellin6055
BOTU_97,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,uncultured,uncultured_bacterium,BOTU_97_uncultured_bacterium
BOTU_101,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,unidentified,BOTU_101_Acetobacteraceae
BOTU_96,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus,Blastococcus_sp.,BOTU_96_Blastococcus_sp.
BOTU_99,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Phenylobacterium_sp.,BOTU_99_Phenylobacterium_sp.
BOTU_95,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,uncultured,uncultured,uncultured_bacterium,BOTU_95_uncultured_bacterium
BOTU_98,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,unidentified,BOTU_98_Amycolatopsis
BOTU_102,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,uncultured,uncultured,uncultured_Alphaproteobacteria,BOTU_102_uncultured_Alphaproteobacteria
BOTU_104,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,Entotheonellaceae,uncultured_bacterium,BOTU_104_uncultured_bacterium
BOTU_92,Bacteria,Firmicutes,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria_monocytogenes,BOTU_92_Listeria_monocytogenes
BOTU_107,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,JG30-KF-AS9,JG30-KF-AS9,uncultured_bacterium,BOTU_107_uncultured_bacterium
BOTU_108,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured,uncultured_bacterium,BOTU_108_uncultured_bacterium
BOTU_100,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,uncultured_beta,BOTU_100_uncultured_beta
BOTU_103,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Alsobacter,Alsobacter_metallidurans,BOTU_103_Alsobacter_metallidurans
BOTU_109,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,uncultured,unidentified,BOTU_109_uncultured
BOTU_106,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis_helveola,BOTU_106_Amycolatopsis_helveola
BOTU_110,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola,uncultured_bacterium,BOTU_110_uncultured_bacterium
BOTU_105,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Cohnella,unidentified,BOTU_105_Cohnella
BOTU_111,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,unidentified,BOTU_111_Pseudomonas
BOTU_113,Bacteria,Proteobacteria,Alphaproteobacteria,uncultured,uncultured,uncultured,unidentified,BOTU_113_uncultured
BOTU_112,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,uncultured,uncultured,unidentified,BOTU_112_uncultured
BOTU_114,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,SC-I-84,uncultured_bacterium,BOTU_114_uncultured_bacterium
BOTU_119,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,uncultured_bacterium,BOTU_119_uncultured_bacterium
BOTU_121,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,unidentified,BOTU_121_Solirubrobacter
BOTU_117,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,uncultured,uncultured,uncultured_bacterium,BOTU_117_uncultured_bacterium
BOTU_115,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,unidentified,BOTU_115_Actinoplanes
BOTU_120,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Labraceae,Labrys,uncultured_bacterium,BOTU_120_uncultured_bacterium
BOTU_116,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,unidentified,unidentified,BOTU_116_Acetobacteraceae
BOTU_124,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured,uncultured_bacterium,BOTU_124_uncultured_bacterium
BOTU_126,Bacteria,WPS-2,WPS-2,WPS-2,WPS-2,WPS-2,unidentified,BOTU_126_WPS-2
BOTU_118,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,uncultured_bacterium,unidentified,BOTU_118_uncultured_bacterium
BOTU_123,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured_bacterium,BOTU_123_uncultured_bacterium
BOTU_125,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas_ginsengisoli,BOTU_125_Sphingomonas_ginsengisoli
BOTU_129,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,unidentified,BOTU_129_TK10
BOTU_128,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,uncultured,uncultured,uncultured_bacterium,BOTU_128_uncultured_bacterium
BOTU_132,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,uncultured_bacterium,unidentified,BOTU_132_uncultured_bacterium
BOTU_122,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,unidentified,BOTU_122_Enterococcus
BOTU_134,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,uncultured,uncultured_Ktedobacteria,BOTU_134_uncultured_Ktedobacteria
BOTU_138,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,unidentified,unidentified,BOTU_138_Ktedonobacteraceae
BOTU_142,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured,uncultured_bacterium,BOTU_142_uncultured_bacterium
BOTU_127,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,uncultured_bacterium,BOTU_127_uncultured_bacterium
BOTU_140,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,uncultured,unidentified,BOTU_140_uncultured
BOTU_130,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,IMCC26256,IMCC26256,unidentified,BOTU_130_IMCC26256
BOTU_141,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,Rokubacteriales,Rokubacteriales,uncultured_bacterium,BOTU_141_uncultured_bacterium
BOTU_137,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,uncultured_Alphaproteobacteria,BOTU_137_uncultured_Alphaproteobacteria
BOTU_133,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,uncultured,uncultured,uncultured_Alphaproteobacteria,BOTU_133_uncultured_Alphaproteobacteria
BOTU_131,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,uncultured,uncultured,uncultured_bacterium,BOTU_131_uncultured_bacterium
BOTU_136,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,unidentified,unidentified,BOTU_136_Xanthobacteraceae
BOTU_135,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,uncultured,unidentified,BOTU_135_uncultured
BOTU_139,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,unidentified,BOTU_139_Acidothermus
BOTU_144,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,unidentified,unidentified,BOTU_144_Micromonosporaceae
BOTU_146,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,uncultured_bacterium,BOTU_146_uncultured_bacterium
BOTU_143,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillaceae,uncultured_bacterium,BOTU_143_uncultured_bacterium
BOTU_147,Bacteria,Proteobacteria,Alphaproteobacteria,uncultured,uncultured,uncultured,Rhodospirillaceae_bacterium,BOTU_147_Rhodospirillaceae_bacterium
BOTU_156,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Thermosporothrix,uncultured_bacterium,BOTU_156_uncultured_bacterium
BOTU_158,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Vischeria_sp.,BOTU_158_Vischeria_sp.
BOTU_153,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,unidentified,BOTU_153_TK10
BOTU_145,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,unidentified,BOTU_145_MND1
BOTU_150,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,unidentified,BOTU_150_TK10
BOTU_149,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,uncultured_bacterium,BOTU_149_uncultured_bacterium
BOTU_154,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,uncultured,uncultured_bacterium,BOTU_154_uncultured_bacterium
BOTU_151,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,unidentified,BOTU_151_Pajaroellobacter
BOTU_152,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,uncultured,uncultured_bacterium,BOTU_152_uncultured_bacterium
BOTU_160,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,unidentified,unidentified,BOTU_160_Beijerinckiaceae
BOTU_148,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,uncultured,uncultured,uncultured_Alphaproteobacteria,BOTU_148_uncultured_Alphaproteobacteria
BOTU_157,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,uncultured,uncultured,uncultured_bacterium,BOTU_157_uncultured_bacterium
BOTU_161,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,67-14,uncultured_bacterium,BOTU_161_uncultured_bacterium
BOTU_159,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinomycetospora,unidentified,BOTU_159_Actinomycetospora
BOTU_155,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,unidentified,unidentified,unidentified,BOTU_155_Burkholderiales
BOTU_169,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,uncultured_bacterium,BOTU_169_uncultured_bacterium
BOTU_165,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,uncultured_bacterium,BOTU_165_uncultured_bacterium
BOTU_164,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,unidentified,BOTU_164_Nitrospira
BOTU_171,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,uncultured,uncultured,unidentified,BOTU_171_uncultured
BOTU_162,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Skermanella,unidentified,BOTU_162_Skermanella
BOTU_173,Bacteria,Chloroflexi,KD4-96,KD4-96,KD4-96,KD4-96,unidentified,BOTU_173_KD4-96
BOTU_166,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,uncultured_bacterium,BOTU_166_uncultured_bacterium
BOTU_174,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured_bacterium,unidentified,unidentified,BOTU_174_uncultured_bacterium
BOTU_168,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,unidentified,BOTU_168_Actinospica
BOTU_172,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,unidentified,unidentified,BOTU_172_Micromonosporaceae
BOTU_163,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,uncultured,uncultured_bacterium,BOTU_163_uncultured_bacterium
BOTU_167,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,uncultured_bacterium,BOTU_167_uncultured_bacterium
BOTU_180,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,uncultured_bacterium,BOTU_180_uncultured_bacterium
BOTU_175,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Sorangium,Sorangium_cellulosum,BOTU_175_Sorangium_cellulosum
BOTU_179,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,TRA3-20,uncultured_bacterium,BOTU_179_uncultured_bacterium
